IDOC_NUMBER,MESTYP,DIRECTION,PARTNER_SYSTEM,STATUS_CODE,STATUS_DESC,ROOT_CAUSE,RESOLUTION,TIMESTAMP,RESOLVED_FLAG
0600000340,DEBMAS,INBOUND,3PL_PROVIDER,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-04-14 18:46:33.911522,True
0600000026,ORDERS,INBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-04-14 19:48:33.911522,True
0600000581,WMMBXY,INBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-04-14 21:16:33.911522,True
0600000374,MATMAS,INBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-04-15 02:06:33.911522,True
0600000629,INVOIC,OUTBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-04-15 06:41:33.911522,True
0600000761,DEBMAS,OUTBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-04-15 06:50:33.911522,True
0600000518,DESADV,INBOUND,EDI_GATEWAY,53,Application document posted,,,2026-04-15 10:06:33.911522,True
0600000134,WMMBXY,OUTBOUND,3PL_PROVIDER,51,Application document not posted,Data inconsistency in target application (e.g. missing customer/material master record),Check IDoc segment data in WE02/WE05; verify referenced master data exists; reprocess via BD87,2026-04-15 13:28:33.911522,False
0600000729,CREMAS,OUTBOUND,3PL_PROVIDER,53,Application document posted,,,2026-04-15 16:38:33.911522,True
0600000036,CREMAS,OUTBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-04-15 18:45:33.911522,True
0600000772,INVOIC,INBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-04-15 23:11:33.911522,True
0600000111,MATMAS,INBOUND,ARIBA_NETWORK,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-04-15 23:14:33.911522,False
0600000610,MATMAS,OUTBOUND,CRM_SFDC,53,Application document posted,,,2026-04-16 00:24:33.911522,True
0600000525,MATMAS,INBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-04-16 02:53:33.911522,True
0600000319,INVOIC,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-04-16 02:55:33.911522,True
0600000751,MATMAS,OUTBOUND,CRM_SFDC,53,Application document posted,,,2026-04-16 04:18:33.911522,True
0600000292,ORDERS,INBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-04-16 08:59:33.911522,True
0600000388,CREMAS,INBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-04-16 13:52:33.911522,True
0600000397,INVOIC,OUTBOUND,ARIBA_NETWORK,68,Error - no further processing,A custom exit or user-status routine explicitly stopped processing,Debug the associated function module / process code in WE42; check custom Z-exits,2026-04-17 10:26:33.911522,True
0600000482,CREMAS,OUTBOUND,ARIBA_NETWORK,26,Error during syntax check of IDoc (outbound),IDoc structure does not match the basic type definition (missing mandatory segment),Compare IDoc type (WE30) against generated data; check segment release/version,2026-04-17 11:08:33.911522,True
0600000773,ORDERS,OUTBOUND,LEGACY_MAINFRAME,02,"Error passing data to port (outbound, dispatch)",tRFC queue stuck or destination system down at dispatch time,Check tRFC monitor (SM58); reprocess stuck LUWs; confirm target availability,2026-04-17 11:11:33.911522,True
0600000608,WMMBXY,INBOUND,BTP_INTEGRATION_SUITE,02,"Error passing data to port (outbound, dispatch)",tRFC queue stuck or destination system down at dispatch time,Check tRFC monitor (SM58); reprocess stuck LUWs; confirm target availability,2026-04-17 23:45:33.911522,True
0600000712,DEBMAS,INBOUND,EDI_GATEWAY,53,Application document posted,,,2026-04-18 01:13:33.911522,True
0600000439,INVOIC,INBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-04-18 02:39:33.911522,True
0600000055,ORDERS,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-04-18 11:10:33.911522,True
0600000710,ORDRSP,INBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-04-18 11:25:33.911522,True
0600000660,DESADV,OUTBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-04-18 12:01:33.911522,True
0600000300,ORDERS,INBOUND,ARIBA_NETWORK,56,IDoc with errors added,Syntax or structural error while adding the IDoc to the database,Review IDoc control record and segment structure against the message type definition; check partner profile (WE20),2026-04-18 21:36:33.911522,True
0600000102,DESADV,OUTBOUND,CRM_SFDC,53,Application document posted,,,2026-04-18 22:09:33.911522,True
0600000149,DESADV,OUTBOUND,EDI_GATEWAY,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-04-19 04:05:33.911522,True
0600000003,DESADV,INBOUND,LEGACY_MAINFRAME,56,IDoc with errors added,Syntax or structural error while adding the IDoc to the database,Review IDoc control record and segment structure against the message type definition; check partner profile (WE20),2026-04-19 08:56:33.911522,False
0600000018,DESADV,INBOUND,3PL_PROVIDER,02,"Error passing data to port (outbound, dispatch)",tRFC queue stuck or destination system down at dispatch time,Check tRFC monitor (SM58); reprocess stuck LUWs; confirm target availability,2026-04-19 10:12:33.911522,True
0600000008,CREMAS,INBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-04-19 14:26:33.911522,True
0600000603,CREMAS,INBOUND,CRM_SFDC,53,Application document posted,,,2026-04-20 03:08:33.911522,True
0600000732,MATMAS,INBOUND,3PL_PROVIDER,02,"Error passing data to port (outbound, dispatch)",tRFC queue stuck or destination system down at dispatch time,Check tRFC monitor (SM58); reprocess stuck LUWs; confirm target availability,2026-04-20 05:52:33.911522,True
0600000668,CREMAS,OUTBOUND,ARIBA_NETWORK,53,Application document posted,,,2026-04-20 09:26:33.911522,True
0600000605,ORDRSP,INBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-04-20 13:43:33.911522,True
0600000648,WMMBXY,INBOUND,B2B_VAN_SPS,Duplicate,Duplicate IDoc detected for same business document,"Sender retried after a timeout without receiving acknowledgment, or interface lacks idempotency key",Implement duplicate-check logic on the natural key (PO/order number) before posting; enable IDoc duplicate check in partner profile,2026-04-20 15:45:33.911522,False
0600000526,CREMAS,INBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-04-20 17:10:33.911522,True
0600000343,INVOIC,OUTBOUND,BTP_INTEGRATION_SUITE,53,Application document posted,,,2026-04-21 05:04:33.911522,True
0600000316,MATMAS,OUTBOUND,3PL_PROVIDER,51,Application document not posted,Data inconsistency in target application (e.g. missing customer/material master record),Check IDoc segment data in WE02/WE05; verify referenced master data exists; reprocess via BD87,2026-04-21 16:42:33.911522,False
0600000512,ORDERS,INBOUND,EDI_GATEWAY,53,Application document posted,,,2026-04-21 17:26:33.911522,True
0600000719,WMMBXY,INBOUND,3PL_PROVIDER,53,Application document posted,,,2026-04-21 18:00:33.911522,True
0600000088,INVOIC,INBOUND,LEGACY_MAINFRAME,53,Application document posted,,,2026-04-21 23:41:33.911522,True
0600000389,INVOIC,OUTBOUND,WMS_MANHATTAN,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-04-22 09:11:33.911522,True
0600000634,ORDRSP,OUTBOUND,WMS_MANHATTAN,64,IDoc ready to be transferred to application,"Not an error state, but IDocs stuck here indicate the inbound processing job did not run",Check background job scheduling for RBDAPP01 / workflow; verify inbound processing is not deactivated in WE20,2026-04-22 16:47:33.911522,True
0600000553,ORDERS,OUTBOUND,WMS_MANHATTAN,53,Application document posted,,,2026-04-23 07:14:33.911522,True
